nombre_jugador,año,juegos,goles,goles_sin_penalti,tiros,asistencias,tarjetas_amarillas,tarjetas_rojas,posicion,nombre_equipo,tiempo,tarjetas_totales
Mario Lemina,2020,7,0,0,1,0,0,0,M S,Fulham,255,0
Alphonse Areola,2020,10,0,0,0,0,0,0,GK,Fulham,900,0
Maxime Le Marchand,2020,2,0,0,1,0,2,0,D S,Fulham,118,2
Aboubakar Kamara,2020,6,0,0,3,0,1,1,F M S,Fulham,238,2
Michael Hector,2020,3,0,0,1,0,1,0,D,Fulham,242,1
Tosin Adarabioyo,2020,7,0,0,4,0,1,0,D,Fulham,630,1
Kenny Tete,2020,2,0,0,0,1,1,0,D,Fulham,128,1
Joachim Andersen,2020,5,0,0,1,0,0,0,D,Fulham,450,0
Franck Zambo,2020,11,0,0,12,2,1,0,M S,Fulham,832,1
Joe Bryan,2020,6,0,0,3,0,1,0,D M S,Fulham,339,1
Neeskens Kebano,2020,4,0,0,6,0,0,0,M S,Fulham,111,0
Denis Odoi,2020,3,0,0,2,0,1,0,D,Fulham,270,1
Tim Ream,2020,5,0,0,0,0,0,0,D,Fulham,450,0
Marek Rodák,2020,1,0,0,0,0,0,0,GK,Fulham,90,0
Antonee Robinson,2020,8,0,0,2,0,1,0,D M,Fulham,720,1
Raúl Jiménez,2020,10,4,4,26,0,0,0,F,Wolverhampton Wanderers,824,0
Pedro Neto,2020,11,3,3,18,2,0,0,F M S,Wolverhampton Wanderers,851,0
Daniel Podence,2020,10,2,2,17,2,0,0,F M,Wolverhampton Wanderers,755,0
Romain Saiss,2020,6,1,1,4,0,0,0,D,Wolverhampton Wanderers,519,0
Rayan Ait Nouri,2020,4,1,1,4,0,0,0,D S,Wolverhampton Wanderers,274,0
Adama Traoré,2020,11,0,0,7,0,2,0,D F M S,Wolverhampton Wanderers,605,2
João Moutinho,2020,10,0,0,4,0,2,0,M S,Wolverhampton Wanderers,633,2
Fernando Marçal,2020,7,0,0,2,0,1,0,D S,Wolverhampton Wanderers,311,1
Nélson Semedo,2020,9,0,0,6,0,0,0,D,Wolverhampton Wanderers,782,0
Rui Patrício,2020,11,0,0,0,0,0,0,GK,Wolverhampton Wanderers,990,0
Willy Boly,2020,11,0,0,4,0,1,0,D,Wolverhampton Wanderers,990,1
Conor Coady,2020,10,0,0,0,0,2,0,D,Wolverhampton Wanderers,900,2
Rúben Neves,2020,11,0,0,17,0,3,0,M S,Wolverhampton Wanderers,700,3
Rúben Vinagre,2020,2,0,0,0,0,0,0,D S,Wolverhampton Wanderers,173,0
Leander Dendoncker,2020,10,0,0,13,0,1,0,M S,Wolverhampton Wanderers,820,1
Max Kilman,2020,7,0,0,3,1,1,0,D S,Wolverhampton Wanderers,542,1
Oskar Buur,2020,1,0,0,0,0,0,0,S,Wolverhampton Wanderers,20,0
Ki-Jana Hoever,2020,2,0,0,0,0,0,0,S,Wolverhampton Wanderers,28,0
Vitinha,2020,4,0,0,0,0,0,0,S,Wolverhampton Wanderers,29,0
Fabio Silva,2020,6,0,0,6,0,1,0,S,Wolverhampton Wanderers,146,1
David McGoldrick,2020,9,2,2,10,0,0,0,F S,Sheffield United,480,0
Oliver McBurnie,2020,11,1,1,22,0,1,0,F S,Sheffield United,721,1
Billy Sharp,2020,4,1,0,3,0,0,0,F S,Sheffield United,124,0
Sander Berge,2020,11,1,0,8,1,4,0,M S,Sheffield United,913,4
Lys Mousset,2020,1,0,0,1,0,0,0,S,Sheffield United,14,0
Oliver Burke,2020,6,0,0,6,0,0,0,F S,Sheffield United,414,0
Rhian Brewster,2020,7,0,0,6,0,0,0,F S,Sheffield United,301,0
Aaron Ramsdale,2020,11,0,0,0,0,0,0,GK,Sheffield United,990,0
Ethan Ampadu,2020,5,0,0,2,0,0,0,D M S,Sheffield United,367,0
John Egan,2020,10,0,0,2,0,3,1,D,Sheffield United,821,4
Chris Basham,2020,11,0,0,4,0,0,0,D,Sheffield United,921,0
Jack O&#039;Connell,2020,2,0,0,0,0,0,0,D,Sheffield United,180,0
George Baldock,2020,11,0,0,10,1,1,0,D,Sheffield United,990,1
Enda Stevens,2020,8,0,0,6,0,1,0,D,Sheffield United,720,1
John Lundstram,2020,11,0,0,10,1,3,0,M S,Sheffield United,733,3
John Fleck,2020,6,0,0,4,0,0,0,M S,Sheffield United,453,0
Oliver Norwood,2020,8,0,0,0,0,1,0,M S,Sheffield United,427,1
Ben Osborn,2020,7,0,0,3,0,0,0,D M S,Sheffield United,390,0
Jack Robinson,2020,4,0,0,3,0,0,0,D S,Sheffield United,280,0
Max Lowe,2020,6,0,0,2,0,1,0,D,Sheffield United,417,1
Kean Bryan,2020,2,0,0,0,0,0,0,D,Sheffield United,155,0
Patrick Bamford,2020,11,8,8,43,1,1,0,F,Leeds,946,1
Hélder Costa,2020,9,2,2,9,2,0,0,M S,Leeds,633,0
Mateusz Klich,2020,11,2,1,12,3,3,0,M,Leeds,971,3
Rodrigo,2020,9,1,1,17,0,0,0,M S,Leeds,359,0
Raphinha,2020,6,1,1,12,0,1,0,M S,Leeds,321,1
Stuart Dallas,2020,11,1,1,12,0,3,0,D M,Leeds,982,3
Jack Harrison,2020,10,1,1,14,3,0,0,M,Leeds,854,0
Tyler Roberts,2020,6,0,0,2,0,0,0,F M S,Leeds,211,0
Diego Llorente,2020,1,0,0,0,0,1,0,S,Leeds,82,1
Pablo Hernández,2020,4,0,0,5,0,0,0,M S,Leeds,155,0
Robin Koch,2020,11,0,0,7,0,0,0,D,Leeds,908,0
Illan Meslier,2020,11,0,0,0,0,0,0,GK,Leeds,990,0
Luke Ayling,2020,11,0,0,7,0,2,0,D,Leeds,970,2
Pascal Struijk,2020,4,0,0,1,0,1,0,D M,Leeds,260,1
Kalvin Phillips,2020,8,0,0,5,2,3,0,M,Leeds,720,3
Jamie Shackleton,2020,3,0,0,0,0,0,0,M S,Leeds,124,0
Ezgjan Alioski,2020,9,0,0,7,0,0,0,D M S,Leeds,506,0
Ian Poveda-Ocampo,2020,7,0,0,5,0,0,0,S,Leeds,169,0
Liam Cooper,2020,8,0,0,3,0,3,0,D,Leeds,720,3
Leif Davis,2020,1,0,0,0,0,0,0,S,Leeds,12,0
Youssef En-Nesyri,2020,10,4,4,14,0,0,0,F S,Sevilla,459,0
Munir,2020,9,2,2,19,1,0,0,F S,Sevilla,441,0
Luuk de Jong,2020,10,2,2,11,0,0,0,F S,Sevilla,501,0
Lucas Ocampos,2020,10,1,0,21,2,1,0,F S,Sevilla,755,1
Sergio Escudero,2020,4,1,1,3,0,1,0,D S,Sevilla,214,1
Ivan Rakitic,2020,10,1,1,12,1,1,0,M S,Sevilla,693,1
Jules Koundé,2020,7,1,1,8,0,2,0,D,Sevilla,630,2
Fernando,2020,8,0,0,2,1,4,0,M,Sevilla,718,4
Jesús Navas,2020,10,0,0,1,3,3,0,D,Sevilla,858,3
Suso,2020,6,0,0,8,0,1,0,F S,Sevilla,253,1
Franco Vázquez,2020,5,0,0,1,0,1,0,S,Sevilla,38,1
Carlos Fernández,2020,5,0,0,2,0,0,0,F S,Sevilla,147,0
Aleix Vidal,2020,2,0,0,0,0,0,0,D S,Sevilla,115,0
Joan Jordán,2020,9,0,0,8,1,1,1,M S,Sevilla,623,2
Sergi Gómez,2020,3,0,0,0,0,0,0,D,Sevilla,198,0
Óliver Torres,2020,9,0,0,4,0,1,0,F M S,Sevilla,475,1
Karim Rekik,2020,1,0,0,1,0,1,0,D,Sevilla,65,1
Diego Carlos,2020,10,0,0,7,0,2,0,D,Sevilla,891,2
Bono,2020,7,0,0,0,0,0,0,GK,Sevilla,630,0
Óscar Rodríguez,2020,5,0,0,4,0,0,0,F S,Sevilla,114,0
Tomás Vaclik,2020,3,0,0,0,0,0,0,GK,Sevilla,270,0
Bryan Gil Salvatierra,2020,1,0,0,0,0,0,0,S,Sevilla,11,0
Nemanja Gudelj,2020,7,0,0,2,0,3,0,M S,Sevilla,241,3
Marcos Acuña,2020,7,0,0,3,0,1,0,D S,Sevilla,506,1
Oussama Idrissi,2020,2,0,0,0,0,0,0,S,Sevilla,15,0
Mikel Oyarzabal,2020,11,7,2,31,2,1,0,F M S,Real Sociedad,718,1
Portu,2020,12,4,4,8,2,0,0,M S,Real Sociedad,708,0
Adnan Januzaj,2020,8,2,1,13,1,0,0,M S,Real Sociedad,263,0
Willian José,2020,8,2,2,9,0,0,0,F S,Real Sociedad,452,0
Alexander Isak,2020,9,2,2,19,1,1,0,F S,Real Sociedad,556,1
Roberto López,2020,9,2,2,6,0,0,0,M S,Real Sociedad,309,0
Nacho Monreal,2020,6,1,1,3,0,0,0,D S,Real Sociedad,444,0
David Silva,2020,9,1,1,9,2,4,0,M S,Real Sociedad,679,4
Mikel Merino,2020,11,1,1,16,2,2,0,M S,Real Sociedad,880,2
Diego Llorente,2020,1,0,0,0,0,0,0,D,Real Sociedad,90,0
Zaldúa,2020,4,0,0,1,0,0,0,D S,Real Sociedad,206,0
Aritz Elustondo,2020,10,0,0,4,0,3,0,D,Real Sociedad,861,3
Jon Bautista,2020,6,0,0,1,0,0,0,S,Real Sociedad,79,0
Igor Zubeldia,2020,5,0,0,2,0,0,0,D M S,Real Sociedad,388,0
Remiro,2020,12,0,0,0,0,0,0,GK,Real Sociedad,1080,0
Jon Guridi,2020,4,0,0,2,0,1,0,M S,Real Sociedad,176,1
Ander Guevara,2020,9,0,0,2,0,1,0,M S,Real Sociedad,540,1
Andoni Gorosabel,2020,9,0,0,3,1,1,0,D,Real Sociedad,754,1
Martín Merquelanz,2020,3,0,0,3,0,0,0,M S,Real Sociedad,135,0
Robin Le Normand,2020,9,0,0,8,0,2,1,D,Real Sociedad,807,3
Aihen Muñoz,2020,8,0,0,3,1,3,0,D S,Real Sociedad,636,3
Ander Barrenetxea,2020,9,0,0,6,0,2,0,M S,Real Sociedad,401,2
Martín Zubimendi,2020,10,0,0,1,0,3,0,M S,Real Sociedad,488,3
Aritz Arambarri,2020,1,0,0,0,0,0,0,S,Real Sociedad,24,0
Modibo Sagnan,2020,4,0,0,0,0,0,0,D S,Real Sociedad,204,0
Urko Gonzalez,2020,1,0,0,0,0,0,0,S,Real Sociedad,1,0
Ángel,2020,10,4,4,17,0,1,0,F S,Getafe,533,1
Jaime Mata,2020,11,2,1,11,0,5,0,F S,Getafe,559,5
Mauro Arambarri,2020,11,1,1,15,0,4,0,M,Getafe,988,4
Juan Camilo Hernández,2020,11,1,1,21,3,2,0,F M,Getafe,870,2
Marc Cucurella,2020,11,1,1,10,0,2,0,M,Getafe,990,2
Nyom,2020,11,0,0,5,1,3,0,D M S,Getafe,795,3
Francisco Portillo,2020,3,0,0,0,0,0,0,S,Getafe,33,0
Damián Suárez,2020,9,0,0,4,0,4,1,D,Getafe,790,5
Etxeita,2020,5,0,0,2,0,1,0,D S,Getafe,428,1
David Soria,2020,11,0,0,0,0,0,0,GK,Getafe,990,0
Abdoulaye Diaby,2020,1,0,0,1,0,0,0,S,Getafe,16,0
David Timor,2020,10,0,0,4,0,1,0,M S,Getafe,294,1
Erick Cabaco,2020,8,0,0,1,0,3,0,D S,Getafe,435,3
Nemanja Maksimovic,2020,9,0,0,4,0,2,0,M S,Getafe,655,2
Djené Dakonam,2020,11,0,0,1,0,3,1,D M,Getafe,979,4
Chema Rodríguez,2020,4,0,0,1,0,2,1,D,Getafe,276,3
Enes Ünal,2020,9,0,0,6,0,1,0,F S,Getafe,242,1
Mathías Olivera,2020,10,0,0,4,0,4,0,D,Getafe,852,4
Victor Mollejo,2020,3,0,0,0,0,0,0,S,Getafe,67,0
Ante Palaversa,2020,1,0,0,0,0,0,0,S,Getafe,2,0
John Finn,2020,1,0,0,0,0,0,0,S,Getafe,4,0
Luis Suárez,2020,7,5,5,27,1,2,0,F S,Atletico Madrid,442,2
João Félix,2020,10,5,4,21,2,2,0,F M S,Atletico Madrid,649,2
Marcos Llorente,2020,10,4,4,13,2,2,0,F M S,Atletico Madrid,563,2
Yannick Carrasco,2020,7,2,2,8,0,1,0,D M S,Atletico Madrid,304,1
Diego Costa,2020,5,1,1,4,0,1,0,F S,Atletico Madrid,186,1
Lucas Torreira,2020,5,1,1,2,0,0,0,M S,Atletico Madrid,178,0
Ángel Correa,2020,10,1,1,14,5,1,0,F M S,Atletico Madrid,663,1
Thomas Lemar,2020,8,1,1,7,0,0,0,M S,Atletico Madrid,292,0
Kieran Trippier,2020,10,0,0,1,3,0,0,D,Atletico Madrid,900,0
Geoffrey Kondogbia,2020,4,0,0,0,0,1,0,S,Atletico Madrid,70,1
Jan Oblak,2020,10,0,0,0,0,0,0,GK,Atletico Madrid,900,0
Stefan Savic,2020,9,0,0,2,0,2,0,D,Atletico Madrid,810,2
Saúl Ñíguez,2020,7,0,0,9,0,2,0,D M,Atletico Madrid,555,2
Koke,2020,10,0,0,3,0,4,0,M S,Atletico Madrid,717,4
Giménez,2020,4,0,0,4,0,1,0,D,Atletico Madrid,360,1
Thomas Partey,2020,3,0,0,5,0,1,0,M S,Atletico Madrid,196,1
Vitolo,2020,6,0,0,1,0,1,0,D M S,Atletico Madrid,227,1
Mario Hermoso,2020,8,0,0,4,1,1,0,D,Atletico Madrid,707,1
Manuel Sánchez,2020,1,0,0,0,1,0,0,D,Atletico Madrid,51,0
Renan Lodi,2020,5,0,0,3,1,1,0,D S,Atletico Madrid,329,1
Héctor Herrera,2020,6,0,0,1,0,2,0,M S,Atletico Madrid,312,2
Felipe,2020,8,0,0,5,0,1,0,D S,Atletico Madrid,491,1
Carlos Soler,2020,8,4,0,8,2,1,0,M S,Valencia,639,1
Maxi Gómez,2020,10,3,3,14,0,3,0,F,Valencia,881,3
Manu Vallejo,2020,10,3,3,7,0,0,0,F S,Valencia,331,0
Gabriel,2020,9,1,1,6,1,3,0,D,Valencia,810,3
Daniel Wass,2020,12,1,1,13,1,2,0,D M,Valencia,1063,2
Toni Lato,2020,7,1,1,2,0,1,0,D S,Valencia,301,1
Gonçalo Guedes,2020,9,1,1,10,0,1,0,F M S,Valencia,634,1
Hugo Guillamón,2020,8,1,1,1,0,5,0,D S,Valencia,627,5
Yunus Musah,2020,11,1,1,3,0,1,0,M S,Valencia,855,1
Eliaquim Mangala,2020,3,0,0,1,0,0,0,D S,Valencia,139,0
Geoffrey Kondogbia,2020,5,0,0,4,0,1,0,M,Valencia,441,1
Kevin Gameiro,2020,9,0,0,4,1,0,0,F S,Valencia,352,0
Jaume,2020,12,0,0,0,0,1,0,GK,Valencia,1080,1
Denis Cheryshev,2020,5,0,0,6,1,1,0,M S,Valencia,273,1
José Gayá,2020,10,0,0,5,1,1,0,D M,Valencia,878,1
Jason,2020,10,0,0,3,0,0,0,M S,Valencia,218,0
Rubén Sobrino,2020,4,0,0,0,0,0,0,S,Valencia,25,0
Mouctar Diakhaby,2020,7,0,0,2,0,0,0,D S,Valencia,584,0
Lee Kang-In,2020,9,0,0,6,3,0,0,F S,Valencia,457,0
Uros Racic,2020,9,0,0,10,0,3,0,M S,Valencia,507,3
Álex Blanco,2020,3,0,0,2,0,0,0,M S,Valencia,161,0
Thierry Correia,2020,8,0,0,1,0,1,1,D S,Valencia,448,2
Vicente Esquerdo,2020,3,0,0,1,0,1,0,M S,Valencia,151,1
Iñaki Williams,2020,11,2,1,18,2,1,0,F M S,Athletic Club,840,1
Muniain,2020,11,2,2,9,0,1,0,M S,Athletic Club,737,1
Unai López,2020,9,2,2,8,0,3,0,M S,Athletic Club,589,3
Alex Berenguer,2020,8,2,2,12,1,0,0,M S,Athletic Club,529,0
Ander Capa,2020,11,1,1,6,1,2,0,D,Athletic Club,944,2
Asier Villalibre,2020,11,1,1,7,0,1,0,F S,Athletic Club,422,1
Oihan Sancet,2020,9,1,1,4,0,0,0,M S,Athletic Club,171,0
Dani García,2020,8,0,0,2,1,1,0,M,Athletic Club,641,1
Yuri,2020,9,0,0,5,1,1,0,D S,Athletic Club,597,1
Balenziaga,2020,7,0,0,1,0,0,0,D S,Athletic Club,393,0
Raúl García,2020,11,0,0,19,0,2,0,F M S,Athletic Club,692,2
Íñigo Lekue,2020,2,0,0,0,0,0,0,S,Athletic Club,5,0
De Marcos,2020,2,0,0,1,0,0,0,M S,Athletic Club,101,0
Iñigo Martínez,2020,10,0,0,8,0,5,0,D,Athletic Club,900,5
Yeray Álvarez,2020,8,0,0,4,0,3,0,D,Athletic Club,720,3
Mikel Vesga,2020,7,0,0,8,1,2,0,M S,Athletic Club,390,2
Kenan Kodro,2020,1,0,0,0,0,1,0,S,Athletic Club,12,1
Unai Simón,2020,11,0,0,0,0,1,0,GK,Athletic Club,990,1
Unai Núñez,2020,4,0,0,3,0,2,0,D,Athletic Club,360,2
Iñigo Córdoba,2020,2,0,0,1,0,0,0,M S,Athletic Club,61,0
Unai Vencedor,2020,5,0,0,0,0,0,0,M S,Athletic Club,254,0
Jon Morcillo,2020,11,0,0,10,1,2,0,M S,Athletic Club,428,2
Oier Zarraga,2020,4,0,0,1,0,0,0,M S,Athletic Club,89,0
Iñigo Vicente,2020,2,0,0,1,0,0,0,S,Athletic Club,29,0
Lionel Messi,2020,10,4,2,49,0,3,0,F M S,Barcelona,851,3
Anssumane Fati,2020,7,4,4,14,0,1,0,F M S,Barcelona,448,1
Antoine Griezmann,2020,10,3,3,20,2,0,0,F M S,Barcelona,709,0
Philippe Coutinho,2020,8,2,2,18,2,0,0,M S,Barcelona,482,0
Sergi Roberto,2020,7,1,1,4,2,1,0,D,Barcelona,627,1
Martin Braithwaite,2020,7,1,1,4,0,0,0,F S,Barcelona,187,0
Ousmane Dembélé,2020,8,1,1,4,0,0,0,M S,Barcelona,362,0
Pedri,2020,10,1,1,6,0,1,0,M S,Barcelona,488,1
Miralem Pjanic,2020,6,0,0,6,0,1,0,M S,Barcelona,164,1
Neto,2020,6,0,0,0,0,0,0,GK,Barcelona,540,0
Marc-André ter Stegen,2020,4,0,0,0,0,0,0,GK,Barcelona,360,0
Gerard Piqué,2020,8,0,0,4,0,2,0,D,Barcelona,695,2
Jordi Alba,2020,9,0,0,3,3,3,0,D,Barcelona,775,3
Sergio Busquets,2020,9,0,0,0,0,2,0,M S,Barcelona,693,2
Clement Lenglet,2020,9,0,0,2,0,3,1,D,Barcelona,698,4
Carles Aleñá,2020,1,0,0,0,0,0,0,S,Barcelona,21,0
Júnior Firpo,2020,1,0,0,0,0,0,0,S,Barcelona,27,0
Riqui Puig,2020,1,0,0,0,0,0,0,S,Barcelona,3,0
Frenkie de Jong,2020,10,0,0,4,0,0,0,M,Barcelona,890,0
Ronald Araújo,2020,2,0,0,0,0,0,0,D S,Barcelona,135,0
Trincão,2020,10,0,0,9,1,0,0,S,Barcelona,174,0
Sergiño Dest,2020,7,0,0,3,0,1,0,D S,Barcelona,383,1
Óscar Mingueza,2020,2,0,0,0,0,0,0,D,Barcelona,139,0
Karim Benzema,2020,9,4,4,30,3,0,0,F,Real Madrid,798,0
Federico Valverde,2020,8,3,3,9,1,0,0,M S,Real Madrid,546,0
Sergio Ramos,2020,8,2,0,11,0,2,0,D,Real Madrid,677,2
Vinícius Júnior,2020,10,2,2,17,0,1,0,F M S,Real Madrid,610,1
Eden Hazard,2020,3,1,1,4,0,0,0,F M,Real Madrid,154,0
Casemiro,2020,9,1,1,6,0,4,0,M S,Real Madrid,674,4
Luka Modric,2020,11,1,1,8,0,2,0,M S,Real Madrid,791,2
Mariano,2020,3,1,1,7,0,0,0,F S,Real Madrid,185,0
Thibaut Courtois,2020,11,0,0,0,0,0,0,GK,Real Madrid,990,0
Marco Asensio,2020,9,0,0,3,0,0,0,F M S,Real Madrid,451,0
Raphael Varane,2020,10,0,0,7,0,0,0,D,Real Madrid,900,0
Nacho,2020,6,0,0,1,0,2,0,D,Real Madrid,492,2
Borja Mayoral,2020,2,0,0,0,0,0,0,S,Real Madrid,19,0
Lucas Vázquez,2020,8,0,0,5,1,0,0,D F M S,Real Madrid,528,0
Isco,2020,8,0,0,6,0,0,0,M S,Real Madrid,308,0
Marcelo,2020,5,0,0,3,1,2,0,D,Real Madrid,430,2
Daniel Carvajal,2020,4,0,0,2,1,2,0,D S,Real Madrid,303,2
Toni Kroos,2020,9,0,0,13,0,3,0,M S,Real Madrid,583,3
Álvaro Odriozola,2020,1,0,0,0,0,0,0,D,Real Madrid,57,0
Martin Odegaard,2020,6,0,0,3,0,0,0,M S,Real Madrid,225,0
Luka Jovic,2020,4,0,0,6,0,0,0,F S,Real Madrid,145,0
Ferland Mendy,2020,8,0,0,3,0,1,0,D S,Real Madrid,597,1
Eder Militão,2020,2,0,0,0,0,1,0,D S,Real Madrid,133,1
Rodrygo,2020,7,0,0,5,3,0,0,F M S,Real Madrid,276,0
Sergio Arribas,2020,1,0,0,0,0,0,0,S,Real Madrid,1,0
Marvin Park,2020,1,0,0,0,0,0,0,S,Real Madrid,20,0
Morales,2020,11,4,4,17,1,0,0,F M S,Levante,782,0
Roger,2020,9,3,2,8,2,1,0,F S,Levante,471,1
Gonzalo Melero,2020,11,2,2,12,0,1,0,F M S,Levante,805,1
Rúben Vezo,2020,10,1,1,2,0,3,0,D S,Levante,817,3
José Campaña,2020,9,1,0,13,2,1,0,M S,Levante,747,1
Jorge De Frutos,2020,11,1,1,7,1,0,0,M S,Levante,350,0
Dani Gómez,2020,9,1,1,8,0,2,0,F S,Levante,316,2
Coke,2020,3,0,0,0,0,0,0,D S,Levante,90,0
Rubén Rochina,2020,7,0,0,13,0,0,0,M S,Levante,486,0
Toño,2020,2,0,0,1,0,1,0,D,Levante,175,1
Nemanja Radoja,2020,8,0,0,4,0,1,0,M S,Levante,218,1
Rober,2020,2,0,0,0,0,1,0,D S,Levante,109,1
Óscar Duarte,2020,5,0,0,2,0,1,0,D S,Levante,350,1
Aitor Fernández,2020,9,0,0,0,0,0,0,GK,Levante,810,0
Sergio León,2020,6,0,0,9,0,0,0,F S,Levante,137,0
Carlos Clerc,2020,10,0,0,1,1,2,0,D S,Levante,815,2
Sergio Postigo,2020,10,0,0,0,0,2,0,D S,Levante,734,2
Enis Bardhi,2020,8,0,0,20,1,1,0,M S,Levante,593,1
Koke,2020,1,0,0,0,0,0,0,GK,Levante,90,0
Jorge Miramón,2020,8,0,0,5,1,1,0,D S,Levante,517,1
Nikola Vukcevic,2020,5,0,0,2,0,0,0,M S,Levante,310,0
Daniel Cárdenas,2020,1,0,0,0,0,0,0,GK,Levante,90,0
Son,2020,6,0,0,2,0,1,0,D S,Levante,377,1
Mickaël Malsa,2020,10,0,0,6,0,1,0,M S,Levante,697,1
Edgar Sevikyan,2020,1,0,0,0,0,0,0,S,Levante,5,0
Iago Aspas,2020,12,6,5,22,2,3,0,F M,Celta Vigo,1078,3
Nolito,2020,12,2,2,27,1,2,0,F M S,Celta Vigo,886,2
Hugo Mallo,2020,9,1,1,6,0,3,0,D,Celta Vigo,810,3
Santi Mina,2020,11,1,1,9,1,0,0,F S,Celta Vigo,593,0
Fran Beltrán,2020,9,1,1,5,0,3,0,M S,Celta Vigo,316,3
Sergio Carreira,2020,3,1,1,2,0,0,0,D,Celta Vigo,263,0
Miguel Baeza,2020,8,1,1,8,0,0,0,M S,Celta Vigo,227,0
Jeison Murillo,2020,11,0,0,4,0,5,0,D,Celta Vigo,982,5
Rubén Blanco,2020,5,0,0,0,0,0,0,GK,Celta Vigo,450,0
Denis Suárez,2020,11,0,0,7,2,2,0,M S,Celta Vigo,860,2
Iván Villar,2020,7,0,0,0,0,1,0,GK,Celta Vigo,630,1
Emre Mor,2020,7,0,0,6,0,1,0,F M S,Celta Vigo,362,1
Brais Méndez,2020,9,0,0,11,0,0,0,M S,Celta Vigo,524,0
Néstor Araújo,2020,10,0,0,3,0,1,0,D S,Celta Vigo,622,1
Okay Yokuslu,2020,6,0,0,1,0,3,1,M S,Celta Vigo,245,4
Lucas Olaza,2020,11,0,0,9,1,4,0,D,Celta Vigo,989,4
Joseph Aidoo,2020,10,0,0,4,0,1,0,D S,Celta Vigo,604,1
José Manuel Fontán,2020,4,0,0,4,0,0,1,D,Celta Vigo,301,1
Renato Tapia,2020,12,0,0,7,0,4,0,M,Celta Vigo,1011,4
Miguel Rodriguez,2020,4,0,0,0,0,2,0,S,Celta Vigo,22,2
Gabriel Veiga,2020,5,0,0,0,0,0,0,M S,Celta Vigo,108,0
Cristian Tello,2020,11,4,4,22,1,0,0,F M S,Real Betis,578,0
Antonio Sanabria,2020,10,2,2,17,0,1,0,F S,Real Betis,669,1
William Carvalho,2020,12,2,2,10,0,0,0,M S,Real Betis,729,0
Borja Iglesias,2020,9,1,1,4,0,1,0,F S,Real Betis,329,1
Sergio Canales,2020,9,1,1,11,4,2,0,M,Real Betis,778,2
Aissa Mandi,2020,7,1,1,2,0,2,2,D,Real Betis,598,4
Nabil Fekir,2020,10,1,0,25,1,3,0,F M,Real Betis,819,3
Loren Morón,2020,8,1,1,8,0,1,0,F S,Real Betis,238,1
Juan Miranda,2020,2,1,1,1,0,0,0,S,Real Betis,22,0
Joel Robles,2020,5,0,0,0,0,0,0,GK,Real Betis,450,0
Juanmi,2020,3,0,0,1,0,0,0,M S,Real Betis,80,0
Claudio Bravo,2020,7,0,0,0,0,0,0,GK,Real Betis,630,0
Martín Montoya,2020,3,0,0,1,0,0,1,D S,Real Betis,135,1
Joaquín,2020,11,0,0,5,2,0,0,F M S,Real Betis,679,0
Víctor Ruiz,2020,5,0,0,0,0,1,0,D S,Real Betis,224,1
Sidnei,2020,6,0,0,1,0,1,0,D S,Real Betis,451,1
Marc Bartra,2020,11,0,0,9,0,3,0,D,Real Betis,980,3
Álex Moreno,2020,12,0,0,6,1,2,0,D,Real Betis,1065,2
Andrés Guardado,2020,4,0,0,0,0,0,0,M S,Real Betis,167,0
Aitor Ruibal,2020,6,0,0,3,1,0,0,D M S,Real Betis,249,0
Diego Lainez,2020,5,0,0,0,0,0,0,S,Real Betis,57,0
Paul Akouokou,2020,2,0,0,0,0,1,0,S,Real Betis,28,1
Emerson,2020,9,0,0,3,0,4,1,D,Real Betis,748,5
Guido Rodríguez,2020,12,0,0,13,0,3,0,M,Real Betis,1028,3
Rodrigo Sánchez,2020,2,0,0,1,0,0,0,M S,Real Betis,86,0
Gerard Moreno,2020,10,6,2,32,1,1,0,F M,Villarreal,879,1
Paco Alcácer,2020,10,5,4,18,2,0,0,F S,Villarreal,733,0
Manu Trigueros,2020,11,1,1,9,0,1,0,M S,Villarreal,733,1
Daniel Parejo,2020,10,1,1,10,0,1,0,M,Villarreal,884,1
Pau Torres,2020,12,1,1,2,0,1,0,D,Villarreal,1080,1
Samuel Chukwueze,2020,11,1,1,10,1,0,0,M S,Villarreal,544,0
Francis Coquelin,2020,8,0,0,3,0,2,0,M S,Villarreal,360,2
Ramiro Funes Mori,2020,2,0,0,0,0,0,0,S,Villarreal,9,0
Carlos Bacca,2020,8,0,0,5,0,0,0,F S,Villarreal,169,0
Raúl Albiol,2020,12,0,0,3,0,3,0,D,Villarreal,1066,3
Vicente Iborra,2020,12,0,0,3,0,4,0,M S,Villarreal,881,4
Moi Gómez,2020,10,0,0,5,0,1,0,F M,Villarreal,891,1
Mario,2020,12,0,0,9,2,2,0,D S,Villarreal,998,2
Sergio Asenjo,2020,12,0,0,0,0,0,0,GK,Villarreal,1080,0
Alfonso,2020,8,0,0,5,1,4,0,D M,Villarreal,629,4
Jaume Costa,2020,2,0,0,0,0,0,0,S,Villarreal,12,0
Rubén Peña,2020,3,0,0,0,0,0,0,D S,Villarreal,83,0
Estupiñán,2020,9,0,0,5,0,0,0,D S,Villarreal,523,0
Juan Foyth,2020,1,0,0,0,0,0,0,S,Villarreal,1,0
Takefusa Kubo,2020,12,0,0,7,0,0,1,F S,Villarreal,219,1
Fernando Niño,2020,2,0,0,1,0,0,0,S,Villarreal,7,0
