nombre_jugador,año,juegos,goles,goles_sin_penalti,tiros,asistencias,tarjetas_amarillas,tarjetas_rojas,posicion,nombre_equipo,tiempo,tarjetas_totales
Iván Ramis,2015,23,0,0,8,1,7,1,D S,Eibar,1792,8
David Juncà,2015,31,0,0,9,4,8,0,D S,Eibar,2334,8
Josip Radosevic,2015,8,0,0,1,0,1,1,M S,Eibar,406,2
Dani García,2015,35,0,0,20,0,15,0,M,Eibar,3062,15
Jota,2015,13,0,0,13,0,1,0,M S,Eibar,689,1
Izet Hajrovic,2015,7,0,0,2,0,0,0,M S,Eibar,171,0
Aleksandar Pantic,2015,20,0,0,9,0,6,0,D S,Eibar,1677,6
Asier Riesgo,2015,34,0,0,0,0,1,0,GK,Eibar,3060,1
Ion Ansotegi,2015,8,0,0,4,0,0,0,D S,Eibar,542,0
Borja Ekiza,2015,4,0,0,0,0,1,0,D S,Eibar,192,1
Antonio Luna,2015,15,0,0,2,1,2,0,D M S,Eibar,999,2
Iñigo Barrenetxea,2015,2,0,0,0,0,0,0,S,Eibar,3,0
Lillo,2015,10,0,0,4,0,4,1,D S,Eibar,549,5
Ander Gayoso,2015,1,0,0,0,0,0,0,S,Eibar,4,0
Imanol Corral,2015,1,0,0,0,0,0,0,S,Eibar,1,0
Eddy,2015,6,0,0,2,0,2,0,M S,Eibar,207,2
Giampaolo Pazzini,2015,30,6,3,77,1,5,0,F S,Verona,1902,5
Luca Toni,2015,23,6,3,60,0,3,0,F S,Verona,1772,3
Eros Pisano,2015,34,5,5,22,0,7,0,D S,Verona,2907,7
Artur Ionita,2015,31,4,4,38,2,2,0,M S,Verona,2384,2
Federico Viviani,2015,19,3,3,30,6,4,1,M S,Verona,1595,5
Filip Helander,2015,24,2,2,5,0,4,0,D S,Verona,1863,4
Luca Siligardi,2015,28,2,2,45,0,1,0,F M S,Verona,1410,1
Samir,2015,3,1,1,2,0,1,0,D,Verona,270,1
Matteo Bianchetti,2015,23,1,1,7,0,4,0,D S,Verona,1576,4
Juanito Gómez,2015,33,1,1,36,0,3,0,F M S,Verona,1835,3
Vangelis Moras,2015,31,1,1,6,1,4,1,D S,Verona,2751,5
Bosko Jankovic,2015,15,1,1,14,0,3,1,F M S,Verona,907,4
Leandro Greco,2015,26,1,1,11,0,7,0,M S,Verona,1900,7
Emil Hallfredsson,2015,16,0,0,14,1,8,0,M S,Verona,1221,8
Jacopo Sala,2015,18,0,0,11,1,6,0,D F M S,Verona,1492,6
Rafael,2015,12,0,0,0,0,0,1,GK,Verona,1008,1
Luca Marrone,2015,12,0,0,7,3,3,0,M S,Verona,871,3
Pierluigi Gollini,2015,26,0,0,0,0,2,0,GK S,Verona,2320,2
Urby Emanuelson,2015,11,0,0,14,1,0,0,D M S,Verona,615,0
Pawel Wszolek,2015,26,0,0,12,5,4,1,F M S,Verona,1816,5
Luca Checchin,2015,4,0,0,0,0,1,0,M S,Verona,95,1
Rômulo,2015,9,0,0,11,1,0,0,S,Verona,255,0
Dominik Furman,2015,1,0,0,0,0,0,0,S,Verona,18,0
Ante Rebic,2015,10,0,0,10,0,1,1,F M S,Verona,526,2
Ferdinando Coppola,2015,1,0,0,0,0,0,0,GK,Verona,90,0
Michelangelo Albertazzi,2015,10,0,0,0,0,4,0,D S,Verona,716,4
Samuel Souprayen,2015,20,0,0,8,0,5,1,D S,Verona,1580,6
Mohamed Fares,2015,11,0,0,4,1,2,0,D M S,Verona,541,2
Mattia Zaccagni,2015,3,0,0,2,0,0,0,S,Verona,45,0
Gilberto,2015,5,0,0,3,0,1,0,S,Verona,174,1
Matuzalém,2015,7,0,0,0,0,1,0,M S,Verona,201,1
Rafael Márquez,2015,9,0,0,5,0,3,0,D,Verona,763,3
Mohamed Salah,2015,34,14,14,72,6,1,1,F M S,Roma,2753,2
Miralem Pjanic,2015,33,10,9,68,12,10,1,M S,Roma,2656,11
Stephan El Shaarawy,2015,16,8,8,46,2,0,0,F M S,Roma,1214,0
Edin Dzeko,2015,31,8,6,83,6,4,1,F S,Roma,1947,5
Alessandro Florenzi,2015,33,7,7,47,3,4,0,D F M S,Roma,2735,4
Radja Nainggolan,2015,35,6,6,66,1,10,1,M S,Roma,2941,11
Gervinho,2015,14,6,6,27,1,0,0,F M S,Roma,1088,0
Francesco Totti,2015,13,5,4,22,3,3,0,F M S,Roma,375,3
Diego Perotti,2015,15,3,3,25,7,2,0,F M S,Roma,1207,2
Lucas Digne,2015,33,3,3,15,3,4,0,D M S,Roma,2857,4
Iago Falque,2015,22,2,2,16,2,1,0,F M S,Roma,1177,1
Kostas Manolas,2015,37,2,2,15,2,7,0,D S,Roma,3121,7
Umar Sadiq,2015,6,2,2,4,0,0,0,F S,Roma,188,0
Antonio Rüdiger,2015,30,2,2,19,0,4,0,D M S,Roma,2633,4
Juan Iturbe,2015,12,1,1,9,0,1,0,F S,Roma,393,1
Emerson,2015,8,1,1,4,0,1,0,D S,Roma,182,1
Daniele De Rossi,2015,24,1,1,10,2,9,0,D M S,Roma,1911,9
Maicon,2015,15,1,1,11,2,2,1,D M S,Roma,1013,3
Seydou Keita,2015,20,1,1,13,0,4,0,M S,Roma,1370,4
Víctor Ibarbo,2015,2,0,0,0,0,0,0,S,Roma,8,0
Leandro Castán,2015,5,0,0,0,0,1,0,D S,Roma,381,1
Adem Ljajic,2015,1,0,0,0,0,0,0,S,Roma,1,0
Wojciech Szczesny,2015,34,0,0,0,0,1,0,GK,Roma,3060,1
Kevin Strootman,2015,5,0,0,2,1,1,0,M S,Roma,189,1
Vasilis Torosidis,2015,11,0,0,2,0,2,0,D S,Roma,570,2
Ervin Zukanovic,2015,9,0,0,1,1,2,0,D S,Roma,527,2
Norbert Gyömbér,2015,6,0,0,0,0,1,0,S,Roma,88,1
Morgan De Sanctis,2015,4,0,0,0,0,0,0,GK,Roma,360,0
William Vainqueur,2015,16,0,0,4,2,3,0,M S,Roma,588,3
Marco Tumminello,2015,1,0,0,0,0,0,0,S,Roma,1,0
Lorenzo Di Livio,2015,1,0,0,0,0,1,0,S,Roma,19,1
Salih Ucan,2015,3,0,0,1,1,0,0,S,Roma,37,0
Antonio Candreva,2015,30,10,4,90,3,4,0,F M S,Lazio,2219,4
Felipe Anderson,2015,35,7,7,50,4,2,0,F M S,Lazio,2052,2
Miroslav Klose,2015,24,7,6,30,7,3,0,F S,Lazio,1359,3
Keita,2015,31,4,4,62,2,5,0,F M S,Lazio,1755,5
Alessandro Matri,2015,19,4,4,11,1,1,1,F S,Lazio,800,2
Lucas Biglia,2015,27,4,2,18,3,9,1,M S,Lazio,2299,10
Senad Lulic,2015,30,3,3,19,3,9,1,D M S,Lazio,2362,10
Marco Parolo,2015,31,3,3,55,0,9,0,M S,Lazio,2567,9
Filip Djordjevic,2015,27,3,3,21,2,1,1,F S,Lazio,1290,2
Ricardo Kishna,2015,11,2,2,9,0,0,0,F M S,Lazio,564,0
Danilo Cataldi,2015,20,1,1,28,3,8,1,M S,Lazio,1352,9
Sergej Milinkovic-Savic,2015,25,1,1,36,0,5,1,M S,Lazio,1645,6
Milan Bisevac,2015,11,1,1,2,0,0,0,D,Lazio,907,0
Ogenyi Onazi,2015,15,1,1,12,1,2,0,M S,Lazio,1192,2
Stefano Mauri,2015,12,1,1,6,1,0,0,F M S,Lazio,500,0
Santiago Gentiletti,2015,19,0,0,9,0,10,0,D,Lazio,1710,10
Federico Marchetti,2015,29,0,0,0,0,0,0,GK,Lazio,2549,0
Dusan Basta,2015,23,0,0,11,0,1,0,D S,Lazio,1823,1
Wesley Hoedt,2015,25,0,0,12,0,4,1,D S,Lazio,2048,5
Patric,2015,9,0,0,3,0,2,1,D S,Lazio,578,3
Etrit Berisha,2015,11,0,0,0,0,1,0,GK S,Lazio,871,1
Abdoulay Konko,2015,18,0,0,13,0,3,0,D S,Lazio,1528,3
Stefan de Vrij,2015,2,0,0,0,0,0,0,D,Lazio,180,0
Stefan Radu,2015,13,0,0,7,1,3,1,D,Lazio,1099,4
Mauricio,2015,24,0,0,10,0,13,1,D S,Lazio,1914,14
Edson Braafheid,2015,5,0,0,2,0,0,0,D S,Lazio,334,0
Ravel Morrison,2015,4,0,0,0,0,0,0,S,Lazio,56,0
Mattia Destro,2015,27,8,6,64,3,9,0,F S,Bologna,2141,9
Emanuele Giaccherini,2015,28,7,7,45,0,7,0,F M S,Bologna,2190,7
Anthony Mounier,2015,30,4,4,21,2,6,0,F M S,Bologna,1946,6
Luca Rossettini,2015,29,3,3,14,1,5,0,D S,Bologna,2542,5
Franco Brienza,2015,29,3,3,41,3,1,0,F M S,Bologna,1667,1
Adam Masina,2015,33,2,2,14,3,8,1,D S,Bologna,2625,9
Sergio Floccari,2015,18,2,2,26,1,0,0,F S,Bologna,1110,0
Godfred Donsah,2015,20,2,2,16,2,2,0,M S,Bologna,1373,2
Daniele Gastaldello,2015,26,1,1,8,2,7,1,D,Bologna,2209,8
Matteo Mancosu,2015,9,1,1,2,0,0,0,F S,Bologna,317,0
Lorenzo Crisetig,2015,5,0,0,1,0,1,0,M S,Bologna,355,1
Amadou Diawara,2015,34,0,0,20,1,9,2,M S,Bologna,2728,11
Ângelo Da Costa,2015,5,0,0,0,0,1,0,GK,Bologna,450,1
Domenico Maietta,2015,19,0,0,1,0,4,0,D S,Bologna,1565,4
Saphir Taïder,2015,29,0,0,33,1,4,0,M S,Bologna,2113,4
Erick Pulgar,2015,11,0,0,6,0,2,0,M S,Bologna,618,2
Marios Oikonomou,2015,20,0,0,4,1,5,1,D S,Bologna,1616,6
Alex Ferrari,2015,21,0,0,7,0,6,0,D S,Bologna,1250,6
Luca Rizzo,2015,23,0,0,16,2,2,1,F M S,Bologna,1431,3
Ibrahima Mbaye,2015,15,0,0,5,0,3,1,D F S,Bologna,985,4
Emil Krafth,2015,4,0,0,0,0,0,0,D S,Bologna,141,0
Archimede Morleo,2015,5,0,0,4,0,0,0,D,Bologna,402,0
Antonio Mirante,2015,33,0,0,0,0,2,0,GK,Bologna,2970,2
Juan Zuñiga,2015,9,0,0,8,1,0,0,M S,Bologna,443,0
Marco Crimi,2015,1,0,0,0,0,0,0,M,Bologna,47,0
Matteo Brighi,2015,23,0,0,22,0,3,0,F M S,Bologna,1451,3
Aaron Mattia Tabacchi,2015,1,0,0,0,0,0,0,S,Bologna,7,0
Kevin Constant,2015,7,0,0,0,0,0,0,D S,Bologna,280,0
Robert Acquafresca,2015,6,0,0,3,0,0,0,F S,Bologna,203,0
Filippo Falco,2015,9,0,0,4,0,1,0,F S,Bologna,204,1
Franco Zuculini,2015,1,0,0,0,0,0,0,S,Bologna,16,0
Paulo Dybala,2015,34,19,13,107,9,1,0,F S,Juventus,2480,1
Mario Mandzukic,2015,27,10,10,37,4,5,0,F S,Juventus,2063,5
Paul Pogba,2015,35,8,7,124,12,10,0,M S,Juventus,3017,10
Álvaro Morata,2015,34,7,6,48,7,6,0,F S,Juventus,1451,6
Sami Khedira,2015,20,5,5,22,4,3,1,M,Juventus,1550,4
Simone Zaza,2015,19,5,5,30,0,6,1,F S,Juventus,643,7
Juan Cuadrado,2015,28,4,4,36,5,2,0,D F M S,Juventus,1699,2
Leonardo Bonucci,2015,36,3,3,27,1,6,0,D S,Juventus,3156,6
Alex Sandro,2015,22,2,2,18,3,5,1,D S,Juventus,1488,6
Patrice Evra,2015,26,2,2,16,3,5,1,D S,Juventus,2045,6
Mario Lemina,2015,10,2,2,5,0,4,0,M S,Juventus,730,4
Andrea Barzagli,2015,31,1,1,4,0,2,0,D,Juventus,2739,2
Hernanes,2015,14,1,1,29,1,6,0,M S,Juventus,862,6
Stefano Sturaro,2015,19,1,1,9,0,6,0,M S,Juventus,1018,6
Simone Padoin,2015,12,1,1,4,0,2,0,D M S,Juventus,577,2
Giorgio Chiellini,2015,24,1,1,15,0,4,1,D S,Juventus,1786,5
Kingsley Coman,2015,1,0,0,3,0,0,0,F,Juventus,65,0
Gianluigi Buffon,2015,35,0,0,0,0,1,0,GK,Juventus,3150,1
Neto,2015,3,0,0,0,0,0,0,GK,Juventus,270,0
Claudio Marchisio,2015,23,0,0,26,2,8,0,M,Juventus,1930,8
Daniele Rugani,2015,17,0,0,3,0,2,0,D S,Juventus,1158,2
Stephan Lichtsteiner,2015,26,0,0,16,1,5,0,D S,Juventus,1841,5
Mauricio Isla,2015,1,0,0,0,0,0,0,S,Juventus,9,0
Kwadwo Asamoah,2015,11,0,0,9,1,1,0,M S,Juventus,575,1
Roberto Pereyra,2015,13,0,0,10,1,0,0,F M S,Juventus,799,0
Fernando Llorente,2015,1,0,0,0,0,0,0,S,Juventus,11,0
Martín Cáceres,2015,6,0,0,1,0,0,0,D S,Juventus,450,0
Andrea Favilli,2015,1,0,0,0,0,0,0,S,Juventus,1,0
Cyril Théréau,2015,36,11,11,77,3,2,1,F M S,Udinese,2912,3
Duván Zapata,2015,25,8,8,53,2,5,0,F S,Udinese,1514,5
Emmanuel Badu,2015,33,4,4,37,1,6,0,M S,Udinese,2662,6
Bruno Fernandes,2015,31,3,2,52,4,7,1,F M S,Udinese,2116,8
Stipe Perica,2015,11,2,2,15,0,1,0,F S,Udinese,460,1
Antonio Di Natale,2015,23,2,1,33,4,0,0,F S,Udinese,1139,0
Felipe,2015,26,1,1,11,1,11,1,D,Udinese,2151,12
Ali Adnan,2015,28,1,1,21,1,6,0,D S,Udinese,1904,6
Pablo Armero,2015,5,1,1,2,0,0,0,D M,Udinese,420,0
Francesco Lodi,2015,24,1,1,25,1,3,0,M S,Udinese,1868,3
Edenilson,2015,29,0,0,12,0,3,0,D F M S,Udinese,2220,3
Orestis Karnezis,2015,38,0,0,0,0,0,0,GK,Udinese,3420,0
Silvan Widmer,2015,27,0,0,23,2,4,0,D M S,Udinese,1899,4
Danilo,2015,34,0,0,14,0,9,2,D,Udinese,2945,11
Thomas Heurtaux,2015,15,0,0,2,0,4,0,D S,Udinese,1076,4
Emil Hallfredsson,2015,11,0,0,5,0,3,0,M S,Udinese,663,3
Ryder Matos,2015,11,0,0,3,1,1,0,F S,Udinese,407,1
Molla Wagué,2015,21,0,0,11,0,5,1,D S,Udinese,1690,6
Panagiotis Kone,2015,5,0,0,10,1,0,1,M S,Udinese,232,1
Iván Piris,2015,27,0,0,4,0,5,0,D S,Udinese,1860,5
Giovanni Pasquale,2015,6,0,0,0,0,2,0,D S,Udinese,227,2
Maurizio Domizzi,2015,5,0,0,1,0,1,0,D S,Udinese,272,1
Guilherme,2015,5,0,0,6,0,1,0,M S,Udinese,344,1
Marquinho,2015,11,0,0,8,0,3,0,M S,Udinese,436,3
Manuel Iturra,2015,17,0,0,4,1,8,0,M S,Udinese,1040,8
Rodrigo Aguirre,2015,10,0,0,7,1,1,0,F S,Udinese,333,1
Zdravko Kuzmanovic,2015,16,0,0,7,0,5,0,M S,Udinese,1131,5
Alexander Merkel,2015,1,0,0,1,0,1,0,M,Udinese,59,1
Alberto Gilardino,2015,33,10,10,49,2,4,0,F S,Palermo,2362,4
Franco Vázquez,2015,36,8,7,105,7,11,0,F M,Palermo,3192,11
Oscar Hiljemark,2015,38,4,4,26,5,4,0,M S,Palermo,2937,4
Aleksandar Trajkovski,2015,32,3,3,38,1,2,0,F M S,Palermo,1634,2
Edoardo Goldaniga,2015,17,2,2,7,0,5,0,D S,Palermo,1211,5
Giancarlo Gonzalez,2015,35,2,2,5,0,11,0,D,Palermo,3138,11
Uros Djurdjevic,2015,14,2,2,9,1,2,0,F S,Palermo,471,2
Luca Rigoni,2015,10,1,1,10,0,0,1,M S,Palermo,682,1
Robin Quaison,2015,30,1,1,19,2,5,0,F M S,Palermo,1507,5
Enzo Maresca,2015,15,1,1,11,0,3,0,M S,Palermo,979,3
Achraf Lazaar,2015,30,1,1,28,2,2,1,D M S,Palermo,2293,3
Aljaz Struna,2015,22,1,1,7,0,10,1,D,Palermo,1848,11
Abdelhamid El Kaoutari,2015,7,1,1,1,0,2,0,D,Palermo,630,2
Gastón Brugman,2015,14,0,0,16,1,2,0,M S,Palermo,969,2
Bryan Cristante,2015,4,0,0,2,0,0,0,M S,Palermo,92,0
Josip Posavec,2015,1,0,0,0,0,0,0,GK,Palermo,90,0
Thiago Cionek,2015,5,0,0,1,1,2,0,D,Palermo,450,2
Sinisa Andjelkovic,2015,23,0,0,2,1,3,1,D S,Palermo,1908,4
Michel Morganella,2015,14,0,0,5,1,4,1,D M S,Palermo,1025,5
Ivaylo Chochev,2015,27,0,0,28,2,6,0,M S,Palermo,1744,6
Mato Jajalo,2015,28,0,0,20,1,8,0,M S,Palermo,2040,8
Andrea Rispoli,2015,22,0,0,12,4,3,0,D M S,Palermo,1422,3
Roberto Vitiello,2015,10,0,0,2,0,3,1,D S,Palermo,701,4
Giuseppe Pezzella,2015,9,0,0,2,0,0,0,D S,Palermo,595,0
Stefano Sorrentino,2015,35,0,0,0,0,1,0,GK,Palermo,3097,1
Accursio Bentivegna,2015,1,0,0,0,0,1,0,S,Palermo,9,1
Norbert Balogh,2015,4,0,0,2,0,0,0,S,Palermo,46,0
Fabrizio Alastra,2015,2,0,0,0,0,0,0,GK S,Palermo,143,0
Simone Colombi,2015,1,0,0,0,0,0,0,GK,Palermo,90,0
Fabio Daprelà,2015,5,0,0,1,0,1,0,M S,Palermo,150,1
Antonio La Gumina,2015,3,0,0,3,0,0,0,S,Palermo,57,0
Leonardo Pavoletti,2015,25,14,14,67,3,3,1,F S,Genoa,1916,4
Suso,2015,19,6,6,36,1,4,0,F M S,Genoa,1179,4
Alessio Cerci,2015,11,4,1,21,1,1,0,F S,Genoa,556,1
Tomás Rincón,2015,33,3,3,26,6,9,0,M,Genoa,2934,9
Diego Laxalt,2015,35,3,3,33,4,3,0,D F M,Genoa,3076,3
Luca Rigoni,2015,18,3,3,24,0,4,0,M S,Genoa,1203,4
Blerim Dzemaili,2015,27,3,3,37,2,6,1,M S,Genoa,1800,7
Serge Gakpe,2015,13,3,3,20,1,1,0,F S,Genoa,765,1
Panagiotis Tachtsidis,2015,24,2,2,19,2,3,0,M S,Genoa,805,3
Sebastien De Maio,2015,28,1,1,14,1,5,1,D S,Genoa,2238,6
Diego Perotti,2015,16,1,0,15,2,1,2,F M S,Genoa,1093,3
Diogo Figueiras,2015,9,1,1,5,0,2,0,M S,Genoa,554,2
Tim Matavz,2015,7,0,0,10,0,0,0,F S,Genoa,468,0
Mattia Perin,2015,25,0,0,0,0,2,0,GK,Genoa,2250,2
Nicolas Burdisso,2015,28,0,0,10,0,7,0,D,Genoa,2446,7
Ezequiel Muñoz,2015,18,0,0,8,0,7,0,D S,Genoa,1410,7
Armando Izzo,2015,33,0,0,15,1,6,2,D M S,Genoa,2659,8
Riccardo Fiamozzi,2015,8,0,0,0,0,1,0,D M S,Genoa,473,1
Darko Lazovic,2015,15,0,0,17,2,0,0,F S,Genoa,645,0
Olivier Ntcham,2015,17,0,0,23,1,2,0,F M S,Genoa,998,2
Eugenio Lamanna,2015,13,0,0,0,0,0,0,GK,Genoa,1170,0
Goran Pandev,2015,15,0,0,17,0,0,1,F S,Genoa,820,1
Juraj Kucka,2015,1,0,0,0,0,0,0,M,Genoa,90,0
Cristian Ansaldi,2015,24,0,0,13,4,4,0,D M S,Genoa,2014,4
Giovanni Marchese,2015,11,0,0,4,0,4,0,D S,Genoa,670,4
Issa Cissokho,2015,13,0,0,1,1,0,1,M S,Genoa,628,1
Tino Costa,2015,12,0,0,17,0,4,0,M,Genoa,939,4
Gabriel Silva,2015,11,0,0,3,0,0,0,D M S,Genoa,765,0
Diego Capel,2015,21,0,0,14,0,2,0,F S,Genoa,691,2
Giuseppe Panico,2015,1,0,0,0,0,0,0,S,Genoa,7,0
Éder,2015,19,12,9,53,2,2,0,F M,Sampdoria,1655,2
Roberto Soriano,2015,37,8,8,53,4,7,0,F M S,Sampdoria,2841,7
Luis Muriel,2015,32,6,6,57,5,3,0,F S,Sampdoria,1686,3
Fernando,2015,35,4,4,48,2,14,0,M S,Sampdoria,2989,14
Fabio Quagliarella,2015,16,3,3,50,0,1,0,F S,Sampdoria,1218,1
Ervin Zukanovic,2015,16,3,3,10,0,5,1,D S,Sampdoria,1332,6
Joaquín Correa,2015,25,3,3,34,1,5,1,F M S,Sampdoria,1312,6
Antonio Cassano,2015,24,2,2,18,5,1,0,F M S,Sampdoria,1219,1
Lorenzo De Silvestri,2015,17,1,1,12,2,4,0,D M,Sampdoria,1397,4
Ricardo Álvarez,2015,13,1,1,14,1,2,0,M S,Sampdoria,810,2
David Ivan,2015,21,1,1,5,0,4,1,F M S,Sampdoria,1095,5
Lazaros Christodoulopoulos,2015,10,1,1,6,0,3,0,M S,Sampdoria,346,3
Jacopo Sala,2015,5,0,0,0,0,2,0,D M S,Sampdoria,192,2
Matías Silvestre,2015,25,0,0,4,0,7,0,D S,Sampdoria,1967,7
Milan Skriniar,2015,3,0,0,0,0,1,1,D S,Sampdoria,104,2
Vasco Regini,2015,14,0,0,8,0,2,0,D M,Sampdoria,1207,2
Edgar Barreto,2015,30,0,0,18,1,3,0,M S,Sampdoria,2174,3
Angelo Palombo,2015,7,0,0,1,0,0,0,M S,Sampdoria,378,0
Pedro Pereira,2015,9,0,0,3,1,0,0,D S,Sampdoria,647,0
Djamel Mesbah,2015,7,0,0,2,0,2,0,D S,Sampdoria,583,2
Andrea Ranocchia,2015,14,0,0,8,0,5,1,D S,Sampdoria,1141,6
Andrea Coda,2015,4,0,0,0,0,1,0,D S,Sampdoria,117,1
Emiliano Viviano,2015,37,0,0,0,0,2,0,GK,Sampdoria,3330,2
Dodô,2015,17,0,0,11,1,4,0,D M S,Sampdoria,1425,4
Alberto Brignoli,2015,1,0,0,0,0,0,0,GK,Sampdoria,90,0
Modibo Diakité,2015,8,0,0,1,0,4,0,D S,Sampdoria,654,4
Nenad Krsticic,2015,10,0,0,4,1,5,0,M S,Sampdoria,539,5
Andrés Ponce,2015,1,0,0,0,0,0,0,S,Sampdoria,4,0
Alejandro Rodriguez,2015,6,0,0,0,0,0,0,S,Sampdoria,33,0
Mattia Cassani,2015,25,0,0,3,1,6,1,D S,Sampdoria,2032,7
Pawel Wszolek,2015,2,0,0,0,0,0,0,S,Sampdoria,9,0
Niklas Moisander,2015,22,0,0,2,0,4,1,D S,Sampdoria,1777,5
Carlos Carbonero,2015,14,0,0,6,3,3,0,F M S,Sampdoria,1028,3
Federico Bonazzoli,2015,4,0,0,1,0,0,0,S,Sampdoria,68,0
Michele Rocca,2015,1,0,0,0,0,0,0,S,Sampdoria,27,0
Kevin Lasagna,2015,36,5,5,44,2,1,0,F M S,Carpi,1441,1
Marco Borriello,2015,12,4,4,30,3,1,1,F S,Carpi,750,2
Simone Verdi,2015,8,3,1,15,0,1,0,F M S,Carpi,270,1
Antonio Di Gaudio,2015,29,3,3,35,3,2,0,F M S,Carpi,1511,2
Lorenzo Lollo,2015,27,3,3,36,1,10,2,M S,Carpi,2103,12
Ryder Matos,2015,15,2,2,31,1,1,0,F M S,Carpi,1208,1
Lorenzo Pasciuti,2015,21,2,2,6,3,4,1,D M S,Carpi,1556,5
Jerry Mbakogu,2015,24,2,1,34,2,2,0,F S,Carpi,1706,2
Jonathan de Guzmán,2015,5,1,0,2,0,0,0,M S,Carpi,105,0
Luca Marrone,2015,9,1,1,5,0,4,0,M,Carpi,732,4
Cristian Zaccardo,2015,27,1,1,17,0,4,0,D S,Carpi,2405,4
Riccardo Gagliolo,2015,31,1,1,12,0,11,1,D S,Carpi,2633,12
Stefano Sabelli,2015,7,1,1,4,0,1,0,D M S,Carpi,556,1
Raffaele Bianco,2015,26,1,1,17,3,5,1,M S,Carpi,1870,6
Gaetano Letizia,2015,35,1,1,24,0,5,0,D M S,Carpi,2893,5
Matteo Mancosu,2015,12,1,0,10,0,2,0,F S,Carpi,584,2
Andrea Lazzari,2015,8,1,1,10,0,1,0,M S,Carpi,336,1
Isaac Cofie,2015,29,0,0,23,1,7,0,M S,Carpi,2163,7
Nicolás Spolli,2015,4,0,0,1,0,2,0,D,Carpi,328,2
Simone Colombi,2015,1,0,0,0,0,0,0,GK,Carpi,90,0
Emanuele Suagher,2015,9,0,0,3,0,8,0,D S,Carpi,721,8
Raphael Martinho,2015,11,0,0,10,0,3,0,M S,Carpi,693,3
Marco Crimi,2015,19,0,0,7,1,9,0,M S,Carpi,954,9
Filippo Porcari,2015,4,0,0,2,0,1,0,M S,Carpi,181,1
Matteo Fedele,2015,8,0,0,11,0,2,0,M,Carpi,570,2
Vid Belec,2015,30,0,0,0,0,1,0,GK,Carpi,2700,1
Fabio Daprelà,2015,2,0,0,0,0,1,0,S,Carpi,58,1
Gabriel Silva,2015,16,0,0,10,2,4,0,D M S,Carpi,1279,4
Simone Romagnoli,2015,30,0,0,12,0,5,0,D,Carpi,2639,5
Zeljko Brkic,2015,4,0,0,0,0,0,0,GK S,Carpi,332,0
Fabrizio Poli,2015,10,0,0,0,0,5,0,D,Carpi,853,5
Kamil Wilczek,2015,3,0,0,5,0,0,0,F S,Carpi,116,0
Igor Bubnjic,2015,9,0,0,9,0,1,0,D S,Carpi,723,1
Wallace Oliveira,2015,6,0,0,5,1,1,0,D S,Carpi,156,1
Francesco Benussi,2015,4,0,0,0,0,0,0,GK,Carpi,298,0
Gregoire Defrel,2015,33,7,7,51,3,2,1,F S,Sassuolo,2049,3
Domenico Berardi,2015,29,7,4,88,6,10,1,F S,Sassuolo,2189,11
Nicola Sansone,2015,37,7,7,64,4,8,0,F S,Sassuolo,2545,8
Matteo Politano,2015,26,5,5,40,2,3,0,F S,Sassuolo,983,3
Sergio Floccari,2015,7,4,4,20,0,1,0,F S,Sassuolo,444,1
Francesco Acerbi,2015,36,4,4,13,0,3,0,D,Sassuolo,3240,3
Antonio Floro Flores,2015,14,3,3,32,2,0,0,F S,Sassuolo,639,0
Lorenzo Pellegrini,2015,19,3,3,23,0,4,1,M S,Sassuolo,1152,5
Diego Falcinelli,2015,26,2,1,25,1,1,0,F S,Sassuolo,1105,1
Simone Missiroli,2015,24,2,2,10,0,6,1,M S,Sassuolo,1829,7
Marcello Trotta,2015,8,1,1,12,0,0,0,F S,Sassuolo,189,0
Federico Peluso,2015,34,1,1,19,1,11,0,D,Sassuolo,3038,11
Francesco Magnanelli,2015,34,1,1,18,1,8,0,M,Sassuolo,3060,8
Alfred Duncan,2015,33,1,1,39,5,5,0,M S,Sassuolo,2489,5
Andrea Consigli,2015,37,0,0,0,0,3,1,GK,Sassuolo,3268,4
Paolo Cannavaro,2015,31,0,0,4,1,8,0,D S,Sassuolo,2644,8
Davide Biondini,2015,22,0,0,7,0,3,0,M S,Sassuolo,1112,3
Claud Adjapong,2015,2,0,0,0,0,0,0,S,Sassuolo,17,0
Marcello Gazzola,2015,9,0,0,2,1,1,0,D S,Sassuolo,472,1
Gianluca Pegolo,2015,2,0,0,0,0,1,0,GK S,Sassuolo,150,1
Luca Antei,2015,5,0,0,0,1,2,0,D S,Sassuolo,341,2
Emanuele Terranova,2015,6,0,0,0,0,1,0,D S,Sassuolo,333,1
Lorenzo Ariaudo,2015,4,0,0,0,0,0,0,D S,Sassuolo,232,0
Alessandro Longhi,2015,6,0,0,1,1,1,0,D S,Sassuolo,315,1
Sime Vrsaljko,2015,35,0,0,9,4,8,1,D,Sassuolo,3063,9
Karim Laribi,2015,11,0,0,10,0,0,0,M S,Sassuolo,481,0
Gonzalo Higuaín,2015,35,36,33,182,2,1,1,F,Napoli,2989,2
Lorenzo Insigne,2015,37,12,10,134,10,2,0,F M S,Napoli,2639,2
José Callejón,2015,38,7,7,60,7,4,0,F S,Napoli,2848,4
Marek Hamsik,2015,38,6,5,83,11,0,0,M,Napoli,3265,0
Manolo Gabbiadini,2015,23,5,4,30,3,1,0,F S,Napoli,529,1
